fonte_dados,cod_estacao,nome_estacao,ano,n_registros,n_registros_com_valor,n_registros_sem_valor,n_datas_com_registro,n_meses_com_registro,inicio,fim,precipitacao_min,precipitacao_max
CEMADEN,261200001A,Prefeitura,2020,7973,7973,0,309,12,2020-01-01T05:30:00Z,2021-01-01T02:20:00Z,0,13
CEMADEN,261200001A,Prefeitura,2021,7161,7161,0,297,12,2021-01-01T03:20:00Z,2022-01-01T02:20:00Z,0,6.8
CEMADEN,261200001A,Prefeitura,2022,2746,2746,0,109,4,2022-01-01T03:20:00Z,2022-04-29T19:00:00Z,0,11.4
CEMADEN,261200001A,Prefeitura,2024,35119,35119,0,254,9,2024-04-17T19:00:00Z,2025-01-01T02:50:00Z,0,9.8
CEMADEN,261200001A,Prefeitura,2025,36743,36743,0,288,12,2025-01-01T03:00:00Z,2025-12-31T23:50:00Z,0,28
CEMADEN,261200001C,SAIRE,2017,2207,2207,0,30,5,2017-03-08T07:50:00Z,2017-10-14T12:00:00Z,0,5.4
CEMADEN,261200001C,SAIRE,2018,168,168,0,8,1,2018-02-21T16:00:00Z,2018-02-28T10:00:00Z,0,0.2
CEMADEN,261210901A,Salgadinho [Meu Refúgio] - APAC,2023,4240,4240,0,159,6,2023-07-26T12:40:00Z,2024-01-01T02:10:00Z,0,9.35
CEMADEN,261210901A,Salgadinho [Meu Refúgio] - APAC,2024,9014,9014,0,354,12,2024-01-01T03:10:00Z,2025-01-01T02:10:00Z,0,12
CEMADEN,261210901A,Salgadinho [Meu Refúgio] - APAC,2025,9064,9064,0,319,12,2025-01-01T03:10:00Z,2025-12-31T23:10:00Z,0,4.72
CEMADEN,261210901C,SALGADINHO,2017,13910,13910,0,187,10,2017-01-27T14:40:00Z,2017-10-16T12:00:00Z,0,13.2
CEMADEN,261210901C,SALGADINHO,2018,7809,7809,0,327,12,2018-01-18T11:00:00Z,2018-12-31T21:00:00Z,0,10.6
CEMADEN,261210901C,SALGADINHO,2019,6589,6589,0,328,12,2019-01-01T10:00:00Z,2019-12-31T23:00:00Z,0,14.8
CEMADEN,261210901C,SALGADINHO,2020,7788,7788,0,365,12,2020-01-01T11:00:00Z,2021-01-01T00:00:00Z,0,21.4
CEMADEN,261210901C,SALGADINHO,2021,532,532,0,38,2,2021-01-01T11:00:00Z,2021-02-08T00:00:00Z,0,0.2
CEMADEN,261210901C,SALGADINHO,2022,939,939,0,40,2,2022-11-09T18:30:00Z,2022-12-25T03:00:00Z,0,2.2
CEMADEN,261210901C,SALGADINHO,2023,5473,5473,0,254,11,2023-01-01T12:00:00Z,2023-12-27T02:00:00Z,0,10.8
CEMADEN,261210901C,SALGADINHO,2024,8863,8863,0,344,12,2024-01-01T13:00:00Z,2024-12-30T04:00:00Z,0,19.8
CEMADEN,261210901C,SALGADINHO,2025,3527,3527,0,140,5,2025-01-03T14:00:00Z,2025-06-01T01:00:00Z,0,4.2
CEMADEN,261220801A,Salgueiro [IPA] - APAC,2023,2662,2662,0,116,5,2023-07-25T19:00:00Z,2023-11-28T19:10:00Z,0,4.53
CEMADEN,261220801A,Salgueiro [IPA] - APAC,2024,2646,2646,0,115,5,2024-07-08T18:00:00Z,2024-12-31T18:10:00Z,0,3.74
CEMADEN,261220801A,Salgueiro [IPA] - APAC,2025,2034,2034,0,85,5,2025-04-09T20:00:00Z,2025-09-19T05:10:00Z,0,7.3
CEMADEN,261220801C,SALGUEIRO,2017,2556,2556,0,67,10,2017-01-10T17:40:00Z,2017-11-01T12:00:00Z,0,8.2
CEMADEN,261220801C,SALGUEIRO,2018,5968,5968,0,281,11,2018-02-09T18:00:00Z,2018-12-31T17:00:00Z,0,19.6
CEMADEN,261220801C,SALGUEIRO,2019,44,44,0,5,2,2019-01-07T10:00:00Z,2019-02-26T19:20:00Z,0,5
CEMADEN,261230701A,SALOA - APAC,2017,431,431,0,20,1,2017-12-11T06:10:00Z,2018-01-01T02:50:00Z,0,0.79
CEMADEN,261230701A,SALOA - APAC,2018,9385,9385,0,365,12,2018-01-01T03:50:00Z,2019-01-01T02:50:00Z,0,17.28
CEMADEN,261230701A,SALOA - APAC,2019,7698,7698,0,332,12,2019-01-01T03:50:00Z,2019-12-27T17:50:00Z,0,14.26
CEMADEN,261230701A,SALOA - APAC,2020,3133,3133,0,137,5,2020-06-03T13:20:00Z,2020-10-17T10:10:00Z,0,1.97
CEMADEN,261230701A,SALOA - APAC,2021,3464,3464,0,138,5,2021-08-11T13:40:00Z,2022-01-01T02:50:00Z,0,6.9
CEMADEN,261230701A,SALOA - APAC,2022,9558,9558,0,365,12,2022-01-01T03:50:00Z,2023-01-01T02:50:00Z,0,13.01
CEMADEN,261230701A,SALOA - APAC,2023,8896,8896,0,365,12,2023-01-01T03:50:00Z,2024-01-01T02:50:00Z,0,6.7
CEMADEN,261230701A,SALOA - APAC,2024,9923,9923,0,366,12,2024-01-01T03:50:00Z,2025-01-01T02:50:00Z,0,10.99
CEMADEN,261230701A,SALOA - APAC,2025,7531,7531,0,294,12,2025-01-01T03:50:00Z,2025-12-31T23:50:00Z,0,22.74
CEMADEN,261240601A,Centro,2017,11065,11065,0,365,12,2017-01-01T03:00:00Z,2018-01-01T02:10:00Z,0,8.6
CEMADEN,261240601A,Centro,2018,9293,9293,0,365,12,2018-01-01T03:10:00Z,2019-01-01T02:10:00Z,0,11.2
CEMADEN,261240601A,Centro,2019,9158,9158,0,361,12,2019-01-01T03:10:00Z,2020-01-01T02:50:00Z,0,19
CEMADEN,261240601A,Centro,2020,5761,5761,0,213,7,2020-01-01T03:10:00Z,2020-07-31T23:10:00Z,0,15.4
CEMADEN,261240601A,COMPESA,2020,3788,3788,0,154,6,2020-08-01T00:10:00Z,2021-01-01T02:10:00Z,0,17.2
CEMADEN,261240601A,COMPESA,2021,9528,9528,0,365,12,2021-01-01T03:00:00Z,2022-01-01T02:10:00Z,0,22.6
CEMADEN,261240601A,COMPESA,2022,9964,9964,0,365,12,2022-01-01T03:10:00Z,2023-01-01T02:50:00Z,0,25
CEMADEN,261240601A,COMPESA,2023,9590,9590,0,365,12,2023-01-01T03:10:00Z,2024-01-01T02:10:00Z,0,9.6
CEMADEN,261240601A,COMPESA,2024,9729,9729,0,366,12,2024-01-01T03:10:00Z,2025-01-01T02:10:00Z,0,18.6
CEMADEN,261240601A,COMPESA,2025,9235,9235,0,323,12,2025-01-01T03:10:00Z,2025-12-31T12:10:00Z,0,6.8
CEMADEN,261240601C,SANHARÓ,2017,12376,12376,0,204,12,2017-01-10T07:50:00Z,2017-12-05T08:00:00Z,0,5.6
CEMADEN,261240601C,SANHARÓ,2018,9001,9001,0,359,12,2018-01-02T17:00:00Z,2019-01-01T02:00:00Z,0,11
CEMADEN,261240601C,SANHARÓ,2019,8062,8062,0,327,12,2019-01-01T03:00:00Z,2020-01-01T02:20:00Z,0,15.2
CEMADEN,261240601C,SANHARÓ,2020,3921,3921,0,153,6,2020-01-01T10:00:00Z,2020-06-03T18:00:00Z,0,14.2
CEMADEN,261240601C,SANHARÓ,2023,1417,1417,0,56,3,2023-08-28T20:00:00Z,2023-10-22T05:00:00Z,0,5.6
CEMADEN,261240601C,SANHARÓ,2024,1485,1485,0,48,2,2024-05-08T13:00:00Z,2024-06-24T07:00:00Z,0,7.2
CEMADEN,261240602A,SANHARO - APAC,2017,745,745,0,33,2,2017-11-29T20:20:00Z,2018-01-01T02:50:00Z,0,5.12
CEMADEN,261240602A,SANHARO - APAC,2018,9231,9231,0,365,12,2018-01-01T03:50:00Z,2019-01-01T02:50:00Z,0,12.62
CEMADEN,261240602A,SANHARO - APAC,2019,7942,7942,0,313,11,2019-01-01T03:50:00Z,2019-11-20T12:50:00Z,0,23.18
CEMADEN,261245501C,SANTA CRUZ,2018,62,62,0,4,1,2018-04-16T19:00:00Z,2018-04-19T08:00:00Z,0,0
CEMADEN,261245501C,SANTA CRUZ,2019,380,380,0,16,2,2019-05-23T14:00:00Z,2019-06-08T02:50:00Z,0,0.6
CEMADEN,261245501C,SANTA CRUZ,2022,1041,1041,0,41,2,2022-06-17T14:00:00Z,2022-07-27T18:00:00Z,0,7.6
CEMADEN,261247101A,JATIUCA - APAC,2018,8811,8811,0,348,12,2018-01-18T12:40:00Z,2019-01-01T02:30:00Z,0,20.2
CEMADEN,261247101A,JATIUCA - APAC,2019,8036,8036,0,338,12,2019-01-01T03:30:00Z,2019-12-31T12:00:00Z,0,4.73
CEMADEN,261247101A,JATIUCA - APAC,2020,279,279,0,60,4,2020-01-01T12:40:00Z,2020-12-01T20:10:00Z,0,0.2
CEMADEN,261247101A,JATIUCA - APAC,2021,2068,2068,0,80,3,2021-10-09T19:40:00Z,2022-01-01T02:00:00Z,0,7.91
CEMADEN,261247101A,JATIUCA - APAC,2022,1924,1924,0,79,4,2022-01-01T03:00:00Z,2022-04-22T00:00:00Z,0,2.36
CEMADEN,261247101A,JATIUCA - APAC,2023,8186,8186,0,319,11,2023-02-15T14:40:00Z,2024-01-01T02:00:00Z,0,22.74
CEMADEN,261247101A,JATIUCA - APAC,2024,9629,9629,0,366,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,0,18.93
CEMADEN,261247101A,JATIUCA - APAC,2025,9650,9650,0,342,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,0,14.79
CEMADEN,261250501A,SANTA CRUZ DO CAPIBARIBE - APAC,2017,600,600,0,26,1,2017-12-06T19:00:00Z,2018-01-01T02:00:00Z,0,0.98
CEMADEN,261250501A,SANTA CRUZ DO CAPIBARIBE - APAC,2018,9126,9126,0,365,12,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,0,10.57
CEMADEN,261250501A,SANTA CRUZ DO CAPIBARIBE - APAC,2019,8545,8545,0,343,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,0,10.17
CEMADEN,261250501A,SANTA CRUZ DO CAPIBARIBE - APAC,2020,9287,9287,0,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,0,19.55
CEMADEN,261250501A,SANTA CRUZ DO CAPIBARIBE - APAC,2021,7218,7218,0,353,12,2021-01-01T03:00:00Z,2022-01-01T02:00:00Z,0,11.2
CEMADEN,261250501A,SANTA CRUZ DO CAPIBARIBE - APAC,2022,9510,9510,0,365,12,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,0,14.08
CEMADEN,261250501A,SANTA CRUZ DO CAPIBARIBE - APAC,2023,8425,8425,0,343,12,2023-01-01T03:00:00Z,2023-12-26T15:00:00Z,0,19.75
CEMADEN,261250501A,SANTA CRUZ DO CAPIBARIBE - APAC,2024,6584,6584,0,321,12,2024-01-01T14:30:00Z,2024-12-25T19:00:00Z,0,11.2
CEMADEN,261250501A,SANTA CRUZ DO CAPIBARIBE - APAC,2025,6690,6690,0,281,12,2025-01-12T14:40:00Z,2025-12-31T23:00:00Z,0,13.44
CEMADEN,261250501U,SANTA CRUZ DO CAPIBARIBE,2017,728,728,0,14,3,2017-07-03T10:00:00Z,2017-11-11T00:00:00Z,0,0.8
CEMADEN,261250501U,SANTA CRUZ DO CAPIBARIBE,2018,6335,6335,0,267,11,2018-02-03T17:00:00Z,2019-01-01T02:00:00Z,0,10.2
CEMADEN,261250501U,SANTA CRUZ DO CAPIBARIBE,2019,3785,3785,0,154,6,2019-01-01T03:00:00Z,2019-06-09T03:00:00Z,0,15.4
CEMADEN,261250501U,SANTA CRUZ DO CAPIBARIBE,2021,2,2,0,2,2,2021-09-11T18:00:00Z,2021-12-21T13:30:00Z,0,0.4
CEMADEN,261250501U,SANTA CRUZ DO CAPIBARIBE,2022,819,819,0,31,2,2022-11-08T19:30:00Z,2022-12-09T02:00:00Z,0,10.8
CEMADEN,261250501U,SANTA CRUZ DO CAPIBARIBE,2023,8242,8242,0,319,11,2023-02-17T01:00:00Z,2024-01-01T02:00:00Z,0,16.8
CEMADEN,261250501U,SANTA CRUZ DO CAPIBARIBE,2024,9350,9350,0,366,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,0,28.4
CEMADEN,261250501U,SANTA CRUZ DO CAPIBARIBE,2025,8153,8153,0,306,11,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,0,11.4
CEMADEN,261255401A,Santa Filomena [EREN] - APAC,2023,1,1,0,1,1,2023-08-15T13:00:00Z,2023-08-15T13:00:00Z,0.2,0.2
CEMADEN,261255401A,Santa Filomena [EREN] - APAC,2024,3870,3870,0,166,6,2024-07-02T19:10:00Z,2025-01-01T02:10:00Z,0,2.91
CEMADEN,261255401A,Santa Filomena [EREN] - APAC,2025,9540,9540,0,365,12,2025-01-01T03:10:00Z,2025-12-31T23:10:00Z,0,9.56
CEMADEN,261255401C,SANTA FILOMENA,2022,3356,3356,0,132,7,2022-06-15T19:30:00Z,2022-12-05T08:00:00Z,0,14.4
CEMADEN,261255401C,SANTA FILOMENA,2023,3328,3328,0,138,6,2023-05-19T13:00:00Z,2023-10-03T03:00:00Z,0,1
CEMADEN,261255401C,SANTA FILOMENA,2024,2642,2642,0,110,5,2024-08-15T16:30:00Z,2024-12-03T02:00:00Z,0,7.2
CEMADEN,261260401C,SANTA MARIA DA BOA VISTA,2022,2940,2940,0,119,5,2022-07-27T19:00:00Z,2022-11-22T04:00:00Z,0,8.2
CEMADEN,261260401C,SANTA MARIA DA BOA VISTA,2023,2273,2273,0,93,4,2023-10-01T00:00:00Z,2024-01-01T02:00:00Z,0,6.4
CEMADEN,261260401C,SANTA MARIA DA BOA VISTA,2024,9296,9296,0,366,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,0,15.6
CEMADEN,261260401C,SANTA MARIA DA BOA VISTA,2025,9768,9768,0,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,0,13.2
CEMADEN,261270301A,SANTA MARIA DO CAMBUCA - APAC,2017,1,1,0,1,1,2017-12-16T06:20:00Z,2017-12-16T06:20:00Z,1.18,1.18
CEMADEN,261270301A,SANTA MARIA DO CAMBUCA - APAC,2018,261,261,0,36,4,2018-04-10T13:10:00Z,2018-07-08T11:50:00Z,0,12.39
CEMADEN,261270301A,SANTA MARIA DO CAMBUCA - APAC,2019,5044,5044,0,228,9,2019-04-30T15:50:00Z,2020-01-01T01:50:00Z,0,4.33
CEMADEN,261270301A,SANTA MARIA DO CAMBUCA - APAC,2020,7538,7538,0,361,12,2020-01-01T03:00:00Z,2021-01-01T02:50:00Z,0,15.14
CEMADEN,261270301A,SANTA MARIA DO CAMBUCA - APAC,2021,4900,4900,0,217,10,2021-01-01T03:50:00Z,2021-11-07T10:20:00Z,0,9.14
CEMADEN,261270301A,SANTA MARIA DO CAMBUCA - APAC,2022,3055,3055,0,122,4,2022-09-01T09:10:00Z,2023-01-01T02:40:00Z,0,3.35
CEMADEN,261270301A,SANTA MARIA DO CAMBUCA - APAC,2023,9746,9746,0,365,12,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,0,19.96
CEMADEN,261270301A,SANTA MARIA DO CAMBUCA - APAC,2024,9616,9616,0,366,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,0,25.31
CEMADEN,261270301A,SANTA MARIA DO CAMBUCA - APAC,2025,10480,10480,0,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,0,7.91
CEMADEN,261280201A,Santa Terezinha [Posto de Saúde] - APAC,2024,3001,3001,0,125,5,2024-08-29T14:40:00Z,2025-01-01T02:00:00Z,0,10.48
CEMADEN,261280201A,Santa Terezinha [Posto de Saúde] - APAC,2025,10222,10222,0,365,12,2025-01-01T03:00:00Z,2025-12-31T23:30:00Z,0,21.03
CEMADEN,261280201C,SANTA TEREZINHA,2018,3328,3328,0,220,9,2018-02-09T20:00:00Z,2018-10-18T03:00:00Z,0,9.8
CEMADEN,261280201C,SANTA TEREZINHA,2022,11,11,0,1,1,2022-05-23T17:20:00Z,2022-05-24T01:00:00Z,0,12
CEMADEN,261280201C,SANTA TEREZINHA,2023,14,14,0,2,1,2023-04-18T18:30:00Z,2023-04-19T07:00:00Z,0,0.2
CEMADEN,261290101A,Centro,2017,13997,13997,0,365,12,2017-01-01T03:00:00Z,2018-01-01T02:30:00Z,0,9.34
CEMADEN,261290101A,Centro,2018,9997,9997,0,365,12,2018-01-01T03:30:00Z,2019-01-01T02:30:00Z,0,19.34
CEMADEN,261290101A,Centro,2019,9771,9771,0,354,12,2019-01-01T03:30:00Z,2020-01-01T02:30:00Z,0,10.57
CEMADEN,261290101A,Centro,2020,10059,10059,0,366,12,2020-01-01T03:30:00Z,2021-01-01T02:30:00Z,0,10.78
CEMADEN,261290101A,Centro,2021,10479,10479,0,365,12,2021-01-01T03:30:00Z,2022-01-01T02:30:00Z,0,10.38
CEMADEN,261290101A,Centro,2022,11233,11233,0,365,12,2022-01-01T03:30:00Z,2023-01-01T02:30:00Z,0,12.81
CEMADEN,261290101A,Centro,2023,11118,11118,0,365,12,2023-01-01T03:30:00Z,2024-01-01T02:30:00Z,0,13.23
CEMADEN,261290101A,Centro,2024,10496,10496,0,366,12,2024-01-01T03:30:00Z,2025-01-01T02:30:00Z,0,14.05
CEMADEN,261290101A,Centro,2025,11541,11541,0,355,12,2025-01-01T03:30:00Z,2025-12-21T21:30:00Z,0,11.59
CEMADEN,261290102A,SAO BENEDITO DO SUL - APAC,2017,881,881,0,37,2,2017-11-25T04:00:00Z,2018-01-01T02:40:00Z,0,2.36
CEMADEN,261290102A,SAO BENEDITO DO SUL - APAC,2018,9984,9984,0,365,12,2018-01-01T03:40:00Z,2019-01-01T02:40:00Z,0,17.69
CEMADEN,261290102A,SAO BENEDITO DO SUL - APAC,2019,9540,9540,0,342,12,2019-01-01T03:40:00Z,2019-12-30T04:20:00Z,0,11.38
CEMADEN,261290102A,SAO BENEDITO DO SUL - APAC,2020,6977,6977,0,241,9,2020-01-03T04:00:00Z,2020-09-15T06:30:00Z,0,10.58
CEMADEN,261290102A,SAO BENEDITO DO SUL - APAC,2021,3641,3641,0,168,6,2021-07-17T15:20:00Z,2022-01-01T02:00:00Z,0,8.19
CEMADEN,261290102A,SAO BENEDITO DO SUL - APAC,2022,438,438,0,17,1,2022-01-01T03:00:00Z,2022-01-17T14:00:00Z,0,3.15
CEMADEN,261300801C,SAO BENTO DO UNA,2017,12488,12488,0,161,9,2017-02-11T11:40:00Z,2017-10-16T12:00:00Z,0,9.4
CEMADEN,261300801C,SAO BENTO DO UNA,2018,8352,8352,0,328,12,2018-01-18T12:00:00Z,2019-01-01T02:00:00Z,0,14.2
CEMADEN,261300801C,SAO BENTO DO UNA,2019,5201,5201,0,230,10,2019-01-01T03:00:00Z,2020-01-01T00:30:00Z,0,12.2
CEMADEN,261300801C,SAO BENTO DO UNA,2020,7794,7794,0,318,12,2020-01-01T11:00:00Z,2021-01-01T02:00:00Z,0,23.8
CEMADEN,261300801C,SAO BENTO DO UNA,2021,9189,9189,0,361,12,2021-01-01T03:00:00Z,2022-01-01T02:00:00Z,0,8.8
CEMADEN,261300801C,SAO BENTO DO UNA,2022,9294,9294,0,365,12,2022-01-01T10:00:00Z,2023-01-01T02:30:00Z,0,10.2
CEMADEN,261300801C,SAO BENTO DO UNA,2023,9475,9475,0,361,12,2023-01-01T03:00:00Z,2024-01-01T01:00:00Z,0,17
CEMADEN,261300801C,SAO BENTO DO UNA,2024,4337,4337,0,317,12,2024-01-03T17:00:00Z,2025-01-01T01:00:00Z,0,10.8
CEMADEN,261300801C,SAO BENTO DO UNA,2025,3539,3539,0,160,7,2025-01-01T03:00:00Z,2025-12-31T22:00:00Z,0,0.4
CEMADEN,261310701A,SAO CAITANO - APAC,2017,752,752,0,33,2,2017-11-15T16:10:00Z,2018-01-01T02:50:00Z,0,0.98
CEMADEN,261310701A,SAO CAITANO - APAC,2018,9256,9256,0,365,12,2018-01-01T03:50:00Z,2019-01-01T02:50:00Z,0,12.42
CEMADEN,261310701A,SAO CAITANO - APAC,2019,9143,9143,0,352,12,2019-01-01T03:50:00Z,2020-01-01T02:50:00Z,0,7.18
CEMADEN,261310701A,SAO CAITANO - APAC,2020,9181,9181,0,352,12,2020-01-01T03:50:00Z,2021-01-01T02:50:00Z,0,15.35
CEMADEN,261310701A,SAO CAITANO - APAC,2021,4922,4922,0,195,8,2021-01-01T03:30:00Z,2022-01-01T02:50:00Z,0,16.85
CEMADEN,261310701A,SAO CAITANO - APAC,2022,10028,10028,0,365,12,2022-01-01T03:50:00Z,2023-01-01T02:50:00Z,0,8.93
CEMADEN,261310701A,SAO CAITANO - APAC,2023,9760,9760,0,365,12,2023-01-01T03:50:00Z,2024-01-01T02:50:00Z,0,9.96
CEMADEN,261310701A,SAO CAITANO - APAC,2024,8933,8933,0,344,12,2024-01-01T03:50:00Z,2025-01-01T02:20:00Z,0,16.46
CEMADEN,261310701A,SAO CAITANO - APAC,2025,5674,5674,0,211,9,2025-01-01T03:20:00Z,2025-12-31T23:20:00Z,0,11.19
CEMADEN,261310702A,G2-261310702A,2025,2291,2291,0,60,2,2025-09-02T20:30:00Z,2025-10-31T23:10:00Z,0,2
CEMADEN,261310702A,G2-Escola Mun. - Maniçoba,2025,1331,1331,0,62,3,2025-11-01T00:10:00Z,2025-12-31T19:10:00Z,0,0.2
CEMADEN,261310703A,G2-261310703A,2025,2264,2264,0,60,2,2025-09-02T18:40:00Z,2025-10-31T23:10:00Z,0,2.4
CEMADEN,261310703A,G2-Creche Mary Cavalcante,2025,1455,1455,0,62,3,2025-11-01T00:10:00Z,2025-12-31T23:10:00Z,0,0.2
CEMADEN,261320601A,SAO JOAO - APAC,2017,601,601,0,27,1,2017-12-05T19:10:00Z,2018-01-01T01:10:00Z,0,3.35
CEMADEN,261320601A,SAO JOAO - APAC,2018,9426,9426,0,365,12,2018-01-01T03:10:00Z,2019-01-01T02:10:00Z,0,9.15
CEMADEN,261320601A,SAO JOAO - APAC,2019,9160,9160,0,352,12,2019-01-01T03:10:00Z,2020-01-01T02:40:00Z,0,16.01
CEMADEN,261320601A,SAO JOAO - APAC,2020,6364,6364,0,224,8,2020-01-01T03:10:00Z,2020-08-11T06:10:00Z,0,16
CEMADEN,261320601A,SAO JOAO - APAC,2021,2978,2978,0,145,5,2021-08-09T12:20:00Z,2021-12-31T11:10:00Z,0,10.98
CEMADEN,261320601A,SAO JOAO - APAC,2022,1519,1519,0,104,6,2022-01-01T04:40:00Z,2022-11-12T11:40:00Z,0,4.13
CEMADEN,261320601A,SAO JOAO - APAC,2023,8829,8829,0,322,11,2023-02-13T18:10:00Z,2024-01-01T02:10:00Z,0,6.3
CEMADEN,261320601A,SAO JOAO - APAC,2024,9954,9954,0,366,12,2024-01-01T03:10:00Z,2025-01-01T02:10:00Z,0,18.93
CEMADEN,261320601A,SAO JOAO - APAC,2025,10921,10921,0,365,12,2025-01-01T03:10:00Z,2025-12-31T23:10:00Z,0,6.32
CEMADEN,261330501A,Barra do Riachão,2017,14431,14431,0,362,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,0,10.98
CEMADEN,261330501A,Barra do Riachão,2018,9776,9776,0,365,12,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,0,13.01
CEMADEN,261330501A,Barra do Riachão,2019,9263,9263,0,349,12,2019-01-01T03:00:00Z,2019-12-31T13:30:00Z,0,14.91
CEMADEN,261330501A,Barra do Riachão,2020,2022,2022,0,115,5,2020-01-01T11:50:00Z,2021-01-01T02:50:00Z,0,22.95
CEMADEN,261330501A,Barra do Riachão,2021,9822,9822,0,362,12,2021-01-01T04:10:00Z,2022-01-01T02:50:00Z,0,14.69
CEMADEN,261330501A,Barra do Riachão,2022,6214,6214,0,209,7,2022-01-01T03:50:00Z,2022-07-30T04:50:00Z,0,16.2
CEMADEN,261330501A,Barra do Riachão,2023,1403,1403,0,60,3,2023-10-31T18:50:00Z,2024-01-01T02:10:00Z,0,15.58
CEMADEN,261330501A,Barra do Riachão,2024,2733,2733,0,122,6,2024-01-01T03:10:00Z,2024-06-05T17:10:00Z,0,9.14
CEMADEN,261330501U,SAO JOAQUIM DO MONTE,2017,5270,5270,0,69,5,2017-04-02T04:20:00Z,2017-12-26T23:00:00Z,0,10.4
CEMADEN,261330501U,SAO JOAQUIM DO MONTE,2018,2719,2719,0,109,7,2018-05-19T00:00:00Z,2019-01-01T02:00:00Z,0,12.4
CEMADEN,261330501U,SAO JOAQUIM DO MONTE,2019,4081,4081,0,144,6,2019-01-01T03:00:00Z,2019-09-27T23:00:00Z,0,7
CEMADEN,261330501U,SAO JOAQUIM DO MONTE,2020,3434,3434,0,113,7,2020-02-08T00:00:00Z,2021-01-01T02:00:00Z,0,6
CEMADEN,261330501U,SAO JOAQUIM DO MONTE,2021,5532,5532,0,197,8,2021-01-01T03:00:00Z,2021-12-14T20:00:00Z,0,7.8
CEMADEN,261330501U,SAO JOAQUIM DO MONTE,2022,6489,6489,0,197,8,2022-04-06T18:40:00Z,2023-01-01T02:00:00Z,0,17.2
CEMADEN,261330501U,SAO JOAQUIM DO MONTE,2023,6641,6641,0,262,11,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,0,6.8
CEMADEN,261330501U,SAO JOAQUIM DO MONTE,2024,6213,6213,0,223,11,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,0,11.2
CEMADEN,261330501U,SAO JOAQUIM DO MONTE,2025,6213,6213,0,212,10,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,0,10.6
CEMADEN,261330502A,SAO JOAQUIM DO MONTE - APAC,2017,794,794,0,35,2,2017-11-17T13:20:00Z,2018-01-01T02:10:00Z,0,9.77
CEMADEN,261330502A,SAO JOAQUIM DO MONTE - APAC,2018,9958,9958,0,365,12,2018-01-01T03:10:00Z,2019-01-01T02:10:00Z,0,12.4
CEMADEN,261330502A,SAO JOAQUIM DO MONTE - APAC,2019,9966,9966,0,354,12,2019-01-01T03:10:00Z,2020-01-01T02:10:00Z,0,8.38
CEMADEN,261330502A,SAO JOAQUIM DO MONTE - APAC,2020,9180,9180,0,328,11,2020-01-01T03:10:00Z,2020-11-23T21:10:00Z,0,10.37
CEMADEN,261330502A,SAO JOAQUIM DO MONTE - APAC,2021,227,227,0,7,1,2021-08-04T17:30:00Z,2021-08-10T12:00:00Z,0,1.18
CEMADEN,261330502A,SAO JOAQUIM DO MONTE - APAC,2022,2829,2829,0,110,4,2022-09-13T14:50:00Z,2023-01-01T02:00:00Z,0,13.01
CEMADEN,261330502A,SAO JOAQUIM DO MONTE - APAC,2023,9163,9163,0,333,12,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,0,12.28
CEMADEN,261330502A,SAO JOAQUIM DO MONTE - APAC,2024,8225,8225,0,319,12,2024-01-01T03:00:00Z,2024-12-31T19:00:00Z,0,7.91
CEMADEN,261330502A,SAO JOAQUIM DO MONTE - APAC,2025,8073,8073,0,290,11,2025-01-01T03:30:00Z,2025-12-31T23:00:00Z,0,11.18
CEMADEN,261340401A,SAO JOSE DA COROA GRANDE - APAC,2017,311,311,0,13,1,2017-12-19T20:10:00Z,2018-01-01T02:00:00Z,0,3.54
CEMADEN,261340401A,SAO JOSE DA COROA GRANDE - APAC,2018,10043,10043,0,365,12,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,0,27.2
CEMADEN,261340401A,SAO JOSE DA COROA GRANDE - APAC,2019,9726,9726,0,355,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,0,28.25
CEMADEN,261340401A,SAO JOSE DA COROA GRANDE - APAC,2020,9562,9562,0,353,12,2020-01-01T03:00:00Z,2020-12-29T11:20:00Z,0,13.71
CEMADEN,261340401A,SAO JOSE DA COROA GRANDE - APAC,2021,3584,3584,0,137,7,2021-01-04T14:20:00Z,2021-12-30T11:20:00Z,0,8.32
